"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
364,115,5,305,7.65372,"Ind. mean",0,1,0,1,2.39869,2.39869,"SE reported",0,NA,"Abdellaoui et al. (2016)","Measuring Loss Aversion under Ambiguity: A Method to Make Prospect Theory Completely Observable","Abdellaoui; Bleichrodt; L'Haridon; van Dolder","Mohammed; Han; Olivier; Dennie",2016,1,"Journal of Risk and Uncertainty","HEC-Paris GREGHEC-CNRS; Erasmus University; Crem-Universite De Rennes 1; University of Nottingham",0,1,0,"Published","Published",2.122,-0.210601155779087,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands","South Holland","Rotteram","Europe",0,1,0,0,0,0,0,"Economics","Business & Economics","Business, Finance",1,0,0,0,0,0,0,0
365,115,6,305,1.88,"Ind. median",0,0,1,1,2.39869,2.39869,"SE reported",0,NA,"Abdellaoui et al. (2016)","Measuring Loss Aversion under Ambiguity: A Method to Make Prospect Theory Completely Observable","Abdellaoui; Bleichrodt; L'Haridon; van Dolder","Mohammed; Han; Olivier; Dennie",2016,1,"Journal of Risk and Uncertainty","HEC-Paris GREGHEC-CNRS; Erasmus University; Crem-Universite De Rennes 1; University of Nottingham",0,1,0,"Published","Published",2.122,-0.210601155779087,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands","South Holland","Rotteram","Europe",0,1,0,0,0,0,0,"Economics","Business & Economics","Business, Finance",1,0,0,0,0,0,0,0
366,115,7,306,13.63346,"Ind. mean",0,1,0,1,5.48482,5.48482,"SE reported",0,NA,"Abdellaoui et al. (2016)","Measuring Loss Aversion under Ambiguity: A Method to Make Prospect Theory Completely Observable","Abdellaoui; Bleichrodt; L'Haridon; van Dolder","Mohammed; Han; Olivier; Dennie",2016,1,"Journal of Risk and Uncertainty","HEC-Paris GREGHEC-CNRS; Erasmus University; Crem-Universite De Rennes 1; University of Nottingham",0,1,0,"Published","Published",2.122,-0.210601155779087,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands","South Holland","Rotteram","Europe",0,1,0,0,0,0,0,"Economics","Business & Economics","Business, Finance",1,0,0,0,0,0,0,0
367,115,8,306,2,"Ind. median",0,0,1,1,5.48482,5.48482,"SE reported",0,NA,"Abdellaoui et al. (2016)","Measuring Loss Aversion under Ambiguity: A Method to Make Prospect Theory Completely Observable","Abdellaoui; Bleichrodt; L'Haridon; van Dolder","Mohammed; Han; Olivier; Dennie",2016,1,"Journal of Risk and Uncertainty","HEC-Paris GREGHEC-CNRS; Erasmus University; Crem-Universite De Rennes 1; University of Nottingham",0,1,0,"Published","Published",2.122,-0.210601155779087,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Nonparametric","Nonparametric",0,0,0,0,0,0,0,1,"Zero",0,0,1,0,"Koebberling-Wakker",0,1,0,0,0,0,0,"Netherlands","South Holland","Rotteram","Europe",0,1,0,0,0,0,0,"Economics","Business & Economics","Business, Finance",1,0,0,0,0,0,0,0
368,116,1,307,1.575,"Aggregate",1,0,0,0,0.363,0.363,"SE reported",0,NA,"Andersson et al. (2016)","Deciding for Others Reduces Loss Aversion","Andersson; Holm; Tyran; Wengstrom","Ola; Hakan J.; Jean-Robert; Erik",2016,1,"Management Science","Research Institute of Industrial Economics(IFN); Lund University; University of Vienna; University of Copenhagen",0,1,0,"Published","Published",4.219,0.139446286340617,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Denmark",NA,NA,"Europe",0,1,0,0,0,0,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
369,117,1,308,1.505,"Aggregate",1,0,0,0,0.248,0.248,"SE reported",0,NA,"Baltussen et al. (2016)","Risky Choice in the Limelight","Baltussen; van den Assem; van Dolder","Guido; Martijn J.; Dennie",2016,1,"Review of Economics and Statistics","Erasmus University Rotterdam; VU University Amsterdam; University of Nottingham",0,1,0,"Published","Published",3.636,0.042127421888644,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Game show",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
370,117,2,309,1.259,"Aggregate",1,0,0,0,0.092,0.092,"SE reported",0,NA,"Baltussen et al. (2016)","Risky Choice in the Limelight","Baltussen; van den Assem; van Dolder",NA,2016,1,"Review of Economics and Statistics","Erasmus University Rotterdam; VU University Amsterdam; University of Nottingham",0,1,0,"Published","Published",3.636,0.042127421888644,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Game show",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
371,117,3,310,2.825,"Aggregate",1,0,0,0,0.85853,0.85853,"SE reported",1,"p-value","Baltussen et al. (2016)","Risky Choice in the Limelight","Baltussen; van den Assem; van Dolder","Guido; Martijn J.; Dennie",2016,1,"Review of Economics and Statistics","Erasmus University Rotterdam; VU University Amsterdam; University of Nottingham",0,1,0,"Published","Published",3.636,0.042127421888644,"Game show",0,0,0,0,1,0,"Field",0,1,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Game show",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
372,117,4,311,1.863,"Aggregate",1,0,0,0,0.56617,0.56617,"SE reported",1,"p-value","Baltussen et al. (2016)","Risky Choice in the Limelight","Baltussen; van den Assem; van Dolder","Guido; Martijn J.; Dennie",2016,1,"Review of Economics and Statistics","Erasmus University Rotterdam; VU University Amsterdam; University of Nottingham",0,1,0,"Published","Published",3.636,0.042127421888644,"Game show",0,0,0,0,1,0,"Field",0,1,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Game show",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
373,117,5,312,1.407,"Aggregate",1,0,0,0,0.42759,0.42759,"SE reported",1,"p-value","Baltussen et al. (2016)","Risky Choice in the Limelight","Baltussen; van den Assem; van Dolder","Guido; Martijn J.; Dennie",2016,1,"Review of Economics and Statistics","Erasmus University Rotterdam; VU University Amsterdam; University of Nottingham",0,1,0,"Published","Published",3.636,0.042127421888644,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Game show",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Social Sciences, Mathematical Methods",1,0,0,0,0,0,0,0
374,118,1,313,1.9308,"Aggregate",1,0,0,0,0.1792,0.1792,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
375,118,2,314,1.9427,"Aggregate",1,0,0,0,0.17354,0.17354,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
376,118,3,315,1.9341,"Aggregate",1,0,0,0,0.1854,0.1854,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
377,118,4,316,1.8876,"Aggregate",1,0,0,0,0.16599,0.16599,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
378,118,5,317,1.9137,"Aggregate",1,0,0,0,0.18365,0.18365,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
379,118,6,318,1.9123,"Aggregate",1,0,0,0,0.16949,0.16949,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
380,118,7,319,1.352,"Aggregate",1,0,0,0,0.17785,0.17785,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
381,118,8,320,1.9081,"Aggregate",1,0,0,0,0.18824,0.18824,"SE reported",0,NA,"Charpentier et al. (2016)","Anxiety Promotes Memory for Mood-Congruent Faces but Does not Alter Loss Aversion","Charpentier; Hindocha; Roiser; Robinson","Caroline J.; Chandni; Jonathan P.; Oliver J.",2016,1,"Nature","University College London",0,1,0,"Published","Published",43.07,6.62475538209293,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Multidisciplinary Sciences","Multidisciplinary",0,0,0,0,0,0,0,1
382,119,1,321,1.48,"Aggregate",1,0,0,0,0.05266,0.05266,"SE reported",0,NA,"Chiong et al. (2016)","Neuroeconomic Dissociation of Semantic Dementia and Behavioural Variant Frontotemporal Dementia","Chiong; Wood; Beagle; Hsu; Kayser; Miller; Kramer","Winston; Kristie A.; Alexander J.; Ming; Andrew S.; Bruce L.; Joel H.",2016,1,"Brain","University of California, San Francisco; University of California Berkeley; VA Northern California Health Care System",0,1,0,"Published","Published",11.814,1.40726236783759,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Elderly",0,0,1,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","California","San Francisco","North America",0,0,0,0,0,1,0,"Neuroscience","Neurosciences","Clinical Neurology",0,0,1,0,0,0,0,0
383,119,2,322,1.12,"Aggregate",1,0,0,0,0.07,0.07,"SE reported",0,NA,"Chiong et al. (2016)","Neuroeconomic Dissociation of Semantic Dementia and Behavioural Variant Frontotemporal Dementia","Chiong; Wood; Beagle; Hsu; Kayser; Miller; Kramer","Winston; Kristie A.; Alexander J.; Ming; Andrew S.; Bruce L.; Joel H.",2016,1,"Brain","University of California, San Francisco; University of California Berkeley; VA Northern California Health Care System",0,1,0,"Published","Published",11.814,1.40726236783759,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Elderly",0,0,1,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","California","San Francisco","North America",0,0,0,0,0,1,0,"Neuroscience","Neurosciences","Clinical Neurology",0,0,1,0,0,0,0,0
384,119,3,323,1.63,"Aggregate",1,0,0,0,0.12233,0.12233,"SE reported",0,NA,"Chiong et al. (2016)","Neuroeconomic Dissociation of Semantic Dementia and Behavioural Variant Frontotemporal Dementia","Chiong; Wood; Beagle; Hsu; Kayser; Miller; Kramer","Winston; Kristie A.; Alexander J.; Ming; Andrew S.; Bruce L.; Joel H.",2016,1,"Brain","University of California, San Francisco; University of California Berkeley; VA Northern California Health Care System",0,1,0,"Published","Published",11.814,1.40726236783759,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Elderly",0,0,1,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","California","San Francisco","North America",0,0,0,0,0,1,0,"Neuroscience","Neurosciences","Clinical Neurology",0,0,1,0,0,0,0,0
385,119,4,324,1.66,"Aggregate",1,0,0,0,0.07991,0.07991,"SE reported",0,NA,"Chiong et al. (2016)","Neuroeconomic Dissociation of Semantic Dementia and Behavioural Variant Frontotemporal Dementia","Chiong; Wood; Beagle; Hsu; Kayser; Miller; Kramer","Winston; Kristie A.; Alexander J.; Ming; Andrew S.; Bruce L.; Joel H.",2016,1,"Brain","University of California, San Francisco; University of California Berkeley; VA Northern California Health Care System",0,1,0,"Published","Published",11.814,1.40726236783759,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Elderly",0,0,1,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,1,"Linear","Linear",0,0,0,0,0,1,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","California","San Francisco","North America",0,0,0,0,0,1,0,"Neuroscience","Neurosciences","Clinical Neurology",0,0,1,0,0,0,0,0
386,120,1,325,0.781,"Aggregate",1,0,0,0,0.08,0.08,"SE reported",0,NA,"Feess et al. (2016)","Estimating Risk Preferences of Bettors with Different Bet Sizes","Feess; Muller; Schumacher","Eberhard; Helge; Christoph",2016,1,"European Journal of Operational Research","Frankfurt School of Finance & Management; Massey University",0,1,0,"Published","Published",3.806,0.0705051353652056,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Fixed-odds betting",0,"CARA","CARA",1,0,0,0,1,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"New Zealand",NA,NA,"Oceania",0,0,0,0,1,0,0,"Business/Management","Operations Research & Management Science","Management",0,0,0,0,0,1,0,0
387,121,1,326,1.34,"Aggregate",1,0,0,0,0.103,0.103,"SE reported",0,NA,"Harrison and Swarthout (2016)","Cumulative Prospect Theory in the Laboratory: A Reconsideration","Harrison; Swarthout","Glen W.; J. Todd",2016,0,NA,"Georgia State University",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,1,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","Georgia","Atlanta","North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
388,122,1,327,2.79,"Ind. mean",0,1,0,1,0.155,0.155,"SE reported",0,NA,"Imas et al. (2016)","Do People Anticipate Loss Aversion?","Imas; Sadoff; Samek","Alex; Sally; Anya",2016,1,"Management Science","Carnegie Mellon University; University of California San Diego; University of Wisconsin- Madison",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","Pennsylvania","Pittsburgh","North America",0,0,0,0,0,1,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
389,122,2,327,1.59,"Ind. median",0,0,1,1,0.155,0.155,"SE reported",0,NA,"Imas et al. (2016)","Do People Anticipate Loss Aversion?","Imas; Sadoff; Samek","Alex; Sally; Anya",2016,1,"Management Science","Carnegie Mellon University; University of California San Diego; University of Wisconsin- Madison",0,1,0,"Published","Published",4.219,0.139446286340617,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA","Pennsylvania","Pittsburgh","North America",0,0,0,0,0,1,0,"Business/Management","Management","Operations Research & Management Science",0,0,0,0,0,1,0,0
390,123,1,328,1.094,"Ind. mean",0,1,0,0,0.008,0.008,"SE reported",0,NA,"Jakusch et al. (2016)","Taming Models of Prospect Theory in the Wild? Estimation of Vlcek and Hens (2011)","Jakusch; Meyer; Hackethal","Thorsten; Steffen; Andreas",2016,0,NA,"Goethe University Frankfurt",0,0,1,"Unpublished","Unpublished",NA,NA,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"trading data",0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Germany",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
391,124,1,329,0.11,"Ind. mean",0,1,0,1,NA,0.1027,"SE imputed",0,NA,"Kim et al. (2016)","Decision-Making Deficits in Patients with Chronic Schizophrenia: Iowa Gambling Task and Prospect Valence Learning Model","Kim; Kang; Lim","Myung-Sun; Bit-Na; Jae Young",2016,1,"Neuropsychiatric Disease and Treatment","Sungshin Women's University; Keyo Hospital",0,1,0,"Published","Published",2.228,-0.192906816787819,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"NA",0,0,0,0,0,0,1,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Iowa Gambling Task",1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"NA",0,0,0,0,0,0,0,"South Korea",NA,"Seoul","Asia",0,0,0,1,0,0,0,"Psychiatry/Medicine","Psychiatry","Clinical Neurology",0,0,0,0,1,0,0,0
392,124,2,329,0.11,"Ind. median",0,0,1,1,NA,0.04331,"SE imputed",0,NA,"Kim et al. (2016)","Decision-Making Deficits in Patients with Chronic Schizophrenia: Iowa Gambling Task and Prospect Valence Learning Model","Kim; Kang; Lim","Myung-Sun; Bit-Na; Jae Young",2016,1,"Neuropsychiatric Disease and Treatment","Sungshin Women's University; Keyo Hospital",0,1,0,"Published","Published",2.228,-0.192906816787819,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"NA",0,0,0,0,0,0,1,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Iowa Gambling Task",1,"CRRA","CRRA (eq)",0,1,1,0,0,0,0,0,"Zero",0,0,1,0,"NA",0,0,0,0,0,0,0,"South Korea",NA,"Seoul","Asia",0,0,0,1,0,0,0,"Psychiatry/Medicine","Psychiatry","Clinical Neurology",0,0,0,0,1,0,0,0
